"id","host_id","host_response_rate","host_is_superhost","property_type","host_identity_verified","neighbourhood_cleansed","instant_bookable","cancellation_policy","accommodates","bathrooms","bedrooms","beds","price"
26356375,183396597,1,"t","Guest suite","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",6,1.5,3,4,221
2889958,4284915,1,"t","Guest suite","t","West Point Grey","f","strict_14_with_grace_period",2,1,1,1,129
39654759,66507029,0.99,"f","House","t","Arbutus Ridge","t","strict_14_with_grace_period",2,1,1,1,49
18595376,21379679,1,"f","Condominium","t","Mount Pleasant","f","moderate",3,1,1,1,190
14828137,29248870,1,"f","House","f","Renfrew-Collingwood","f","moderate",2,1,1,2,59
39116331,144897816,1,"t","Guest suite","t","Dunbar Southlands","t","strict_14_with_grace_period",5,1,2,3,103
6452450,16538256,NA,"f","Apartment","t","West End","f","moderate",2,1,1,1,106
34093690,148882017,1,"f","Condominium","f","West End","f","strict_14_with_grace_period",2,1,1,1,95
10487713,13377254,1,"t","Guest suite","t","Hastings-Sunrise","f","strict_14_with_grace_period",2,1,1,1,95
39118828,299971124,1,"f","House","f","Kensington-Cedar Cottage","t","strict_14_with_grace_period",8,4,4,4,149
14739485,75426640,NA,"f","Apartment","t","Downtown","f","moderate",4,2,2,2,409
38214706,63527562,0.8,"f","House","f","Marpole","f","flexible",3,1,1,3,110
20426923,403963,1,"t","Guest suite","f","South Cambie","f","flexible",6,2,2,2,129
21913,83871,1,"f","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",2,1,1,1,65
28110269,212346198,1,"f","House","f","Victoria-Fraserview","t","strict_14_with_grace_period",6,1.5,3,3,199
39813267,981485,NA,"f","Apartment","f","Downtown","t","flexible",3,2,2,2,133
39198285,265309497,0.97,"f","Apartment","f","Downtown","t","moderate",4,1,1,1,199
16288021,106542915,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",2,1,1,1,100
35974588,270619134,1,"t","Apartment","t","Fairview","t","moderate",2,1,1,1,135
37297553,278606388,0.96,"f","Apartment","t","Downtown","t","moderate",4,1,1,2,329
36908653,277397696,1,"f","Condominium","t","Downtown Eastside","f","strict_14_with_grace_period",2,1,1,1,224
29015803,69342399,1,"f","Condominium","f","Strathcona","t","flexible",4,1,1,2,149
26367350,477778,1,"t","House","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",6,1,1,1,149
1962443,9553611,1,"f","House","t","Kitsilano","f","moderate",1,1,1,1,50
35099470,264404676,1,"t","Villa","t","Kensington-Cedar Cottage","t","strict_14_with_grace_period",6,3,3,3,280
38242671,90279657,1,"f","Guest suite","t","Renfrew-Collingwood","t","moderate",4,1,1,2,90
33669383,253769318,NA,"t","Condominium","f","Riley Park","f","strict_14_with_grace_period",3,1,1,1,151
18809180,74643785,0.83,"t","Apartment","t","Downtown Eastside","f","strict_14_with_grace_period",2,1,1,1,129
19762397,24203518,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,2,96
20786926,130193056,1,"f","House","f","Killarney","t","strict_14_with_grace_period",4,1,2,2,66
325795,343195,1,"t","House","f","Grandview-Woodland","f","strict_14_with_grace_period",2,1,1,1,81
24413898,180062569,1,"f","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",6,1,2,3,99
26426234,39987271,1,"t","Guest suite","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",2,1,0,2,120
38210326,134931528,1,"t","Villa","f","Shaughnessy","t","moderate",16,5.5,7,15,1200
32269092,209753119,1,"t","House","f","Shaughnessy","t","moderate",8,3,4,4,598
39868241,98240185,NA,"f","Apartment","f","West End","t","strict_14_with_grace_period",4,1,1,1,129
34683816,261632389,1,"f","House","f","Riley Park","t","strict_14_with_grace_period",4,1,2,2,275
27226793,180741245,1,"f","Serviced apartment","f","Shaughnessy","f","moderate",2,1,1,1,70
27020554,317618,1,"t","Timeshare","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,261
15648459,598979,NA,"t","House","t","Kitsilano","f","moderate",1,1.5,1,1,85
8047959,19666634,1,"t","Loft","t","Downtown Eastside","f","flexible",4,1,1,1,125
39512036,86360753,1,"f","House","f","Victoria-Fraserview","f","moderate",6,2,3,3,289
17750927,22166022,1,"t","Guest suite","t","Hastings-Sunrise","t","strict_14_with_grace_period",5,1,1,3,70
39134053,279591464,0.97,"f","Apartment","f","Downtown Eastside","t","strict_14_with_grace_period",3,1,1,1,199
27755201,206458271,1,"t","House","t","Renfrew-Collingwood","t","strict_14_with_grace_period",8,2,3,3,300
35993064,24057390,1,"t","House","t","Riley Park","t","moderate",2,1,1,1,75
19879167,31913507,1,"t","House","t","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,110
31046299,231898261,1,"t","Apartment","f","West End","t","moderate",5,1,1,3,139
24828746,153312807,1,"f","House","f","Shaughnessy","f","strict_14_with_grace_period",8,3.5,4,4,1398
9319614,48372635,NA,"f","House","f","Kensington-Cedar Cottage","f","moderate",1,1,1,1,59
35998238,270582044,1,"f","House","f","Kensington-Cedar Cottage","f","flexible",4,1.5,1,1,129
28290422,213652016,1,"t","Guest suite","f","Victoria-Fraserview","f","moderate",6,1,2,4,298
20763766,22812949,NA,"f","Apartment","f","Grandview-Woodland","t","flexible",4,1,1,2,100
29734115,2189535,1,"f","House","t","Hastings-Sunrise","t","strict_14_with_grace_period",1,1,1,1,59
26928315,52130375,1,"t","Guest suite","f","Oakridge","t","flexible",4,1,2,2,189
34373628,259517159,1,"t","House","f","West Point Grey","t","strict_14_with_grace_period",6,2.5,3,3,500
33945282,132356031,NA,"f","Villa","f","Kerrisdale","t","strict_14_with_grace_period",2,1,1,1,81
4493377,23307558,1,"f","Guest suite","t","Kitsilano","f","strict_14_with_grace_period",4,1,2,2,140
13140963,73238515,1,"f","House","f","Riley Park","f","strict_14_with_grace_period",2,1,1,1,65
1717967,9057463,1,"t","Apartment","t","Riley Park","f","moderate",4,1,2,2,120
29856564,224544209,1,"t","Condominium","f","West End","f","strict_14_with_grace_period",6,2,2,3,223
23943515,178540673,NA,"f","House","f","Hastings-Sunrise","t","flexible",2,1,1,1,40
30095699,26079041,NA,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,99
25315554,555748,NA,"t","Condominium","t","Downtown Eastside","f","moderate",3,2,2,2,199
22696589,2021485,1,"t","House","t","Downtown Eastside","f","flexible",2,1,1,1,90
28621184,149739236,1,"f","Townhouse","t","Kitsilano","f","flexible",2,1,1,1,99
13358432,34594484,0.6,"t","Condominium","t","Renfrew-Collingwood","f","moderate",1,1,1,1,70
1954173,1257898,1,"f","House","t","Grandview-Woodland","f","strict_14_with_grace_period",4,2,3,3,110
36264071,24084621,1,"t","House","t","Dunbar Southlands","f","flexible",2,1.5,1,1,77
39943295,126626714,0.79,"f","House","f","Killarney","f","flexible",2,2,1,1,22
1703616,8993938,NA,"f","Apartment","t","Fairview","f","strict_14_with_grace_period",4,1,1,1,100
39775129,304913783,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",8,2,2,4,203
20694857,14986020,NA,"f","Apartment","t","West End","f","moderate",4,1,2,2,100
24968566,4944151,0.9,"t","Guest suite","t","Hastings-Sunrise","f","moderate",2,1,1,1,65
38955278,76376244,0.9,"f","House","f","Riley Park","t","strict_14_with_grace_period",12,4,5,5,680
28205271,48432437,1,"f","Apartment","t","Downtown Eastside","t","strict_14_with_grace_period",4,1,1,2,250
39953892,233545783,1,"t","House","f","Hastings-Sunrise","t","flexible",2,1,1,1,59
22578917,34793582,1,"f","Condominium","f","Mount Pleasant","f","moderate",5,1,2,2,298
12336968,20336707,1,"t","House","t","Kensington-Cedar Cottage","t","strict_14_with_grace_period",13,4,6,7,158
7072949,37083996,1,"t","Apartment","t","Kitsilano","t","flexible",5,1,1,3,390
34083989,206873236,1,"t","Townhouse","f","Grandview-Woodland","t","moderate",3,1,1,1,90
16415903,1125653,1,"f","House","t","Dunbar Southlands","t","strict_14_with_grace_period",1,1.5,1,1,69
29802131,224217585,1,"t","Guest suite","f","Dunbar Southlands","t","strict_14_with_grace_period",2,1,1,1,125
35766872,103744068,NA,"f","Apartment","f","Downtown","f","flexible",2,1,1,1,132
35120124,264527432,1,"t","Apartment","f","Mount Pleasant","t","strict_14_with_grace_period",4,1,1,2,151
14884432,93345204,0.9,"t","Guest suite","t","Oakridge","t","strict_14_with_grace_period",4,1,2,2,169
35389443,41967780,1,"f","House","f","Shaughnessy","f","strict_14_with_grace_period",3,1,0,2,199
25514583,24989145,1,"t","Apartment","t","Downtown","t","strict_14_with_grace_period",3,1,1,1,156
39851462,303438580,1,"f","House","f","Renfrew-Collingwood","t","strict_14_with_grace_period",2,1,1,2,44
26516680,48214909,NA,"t","House","t","Kerrisdale","t","strict_14_with_grace_period",8,3.5,4,5,399
3888379,8691370,1,"f","Apartment","t","Grandview-Woodland","t","strict_14_with_grace_period",4,1,2,2,94
30326867,224096197,1,"t","House","f","Grandview-Woodland","f","flexible",2,2,1,1,30
31147902,25074817,0.97,"f","House","f","West End","t","moderate",2,2,1,1,59
7986252,10844593,1,"t","Townhouse","f","Sunset","f","strict_14_with_grace_period",4,2.5,2,2,250
27265522,31913507,1,"t","House","t","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,125
34513875,6738273,1,"t","Guesthouse","f","Sunset","t","strict_14_with_grace_period",3,1,1,2,135
38803249,30563832,NA,"f","House","f","Shaughnessy","t","strict_14_with_grace_period",2,1.5,1,1,199
24753409,122089413,1,"f","House","f","Kerrisdale","t","strict_14_with_grace_period",4,1,1,2,199
21549963,38987696,NA,"t","Condominium","t","Mount Pleasant","t","strict_14_with_grace_period",2,1,1,1,125
36807891,275615041,1,"t","Guest suite","f","Oakridge","t","strict_14_with_grace_period",5,1,2,3,176
27172733,2983721,1,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",6,2,3,3,450
35953512,268249072,1,"f","House","f","Shaughnessy","f","strict_14_with_grace_period",2,1,1,1,100
38352328,8784515,0.4,"f","Condominium","f","West End","t","flexible",6,3.5,3,3,1595
37963865,30899,0.81,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",5,1,2,2,108
29993882,225484238,1,"t","Guest suite","f","Riley Park","t","strict_14_with_grace_period",2,1,1,1,239
29649427,483944,NA,"f","House","t","Grandview-Woodland","f","strict_14_with_grace_period",12,3.5,5,6,475
35470002,17767330,1,"f","House","t","Kensington-Cedar Cottage","f","flexible",2,1,1,1,85
33274579,54414133,1,"f","Apartment","f","Renfrew-Collingwood","t","strict_14_with_grace_period",2,1,1,1,75
22195494,72478344,1,"t","Guest suite","f","Kitsilano","f","strict_14_with_grace_period",2,1,0,1,176
20805651,141778280,1,"t","Apartment","f","West End","t","strict_14_with_grace_period",3,1,1,1,151
22587726,37629287,1,"t","Apartment","f","Mount Pleasant","f","moderate",2,1,1,1,81
38219054,177421957,1,"f","House","f","Renfrew-Collingwood","t","moderate",1,2,1,3,30
28463228,53851701,0.71,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,0,1,100
28987554,12310952,1,"f","House","t","Marpole","f","strict_14_with_grace_period",2,1,1,1,36
37801457,282920904,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,2,238
14419998,9575419,1,"t","Guest suite","t","Downtown Eastside","f","moderate",2,1,1,1,125
24313445,26230655,1,"t","House","t","Downtown Eastside","t","flexible",2,1,1,1,48
248014,1299977,NA,"f","House","f","Grandview-Woodland","f","strict_14_with_grace_period",3,1,2,0,120
27471057,66507029,0.99,"f","House","t","Sunset","t","strict_14_with_grace_period",2,1,0,1,88
37261304,95217850,0.91,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",4,1,2,1,99
14141460,3677595,1,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",2,1,1,1,99
36846093,276943078,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",4,1,1,1,170
12889116,68010340,1,"f","House","f","Riley Park","t","strict_14_with_grace_period",2,1,1,0,59
1103566,6060927,1,"t","Serviced apartment","f","Downtown","f","strict_14_with_grace_period",8,2,2,4,349
33310791,120651321,0.8,"f","Condominium","f","West End","t","flexible",1,2,2,1,99
17930240,15601435,1,"f","House","t","Kensington-Cedar Cottage","f","moderate",2,1,1,1,51
26312844,160521621,0.9,"t","House","f","Kitsilano","f","strict_14_with_grace_period",2,1,1,1,82
37725316,66507029,0.99,"f","House","t","Kerrisdale","t","strict_14_with_grace_period",2,1,1,1,49
29688873,75655208,1,"t","House","t","Kerrisdale","t","strict_14_with_grace_period",4,2,2,2,140
17302474,16308860,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,2,1,1,50
20092115,135913219,NA,"f","House","f","Grandview-Woodland","t","strict_14_with_grace_period",4,1.5,2,3,189
29990268,95794404,1,"f","House","t","Kensington-Cedar Cottage","f","moderate",2,1,1,1,59
34234842,257879766,1,"f","House","f","Sunset","f","strict_14_with_grace_period",2,1,1,1,95
23400882,96465703,1,"f","House","f","Marpole","f","strict_14_with_grace_period",2,1,1,1,90
35414152,41967780,1,"f","House","f","Shaughnessy","f","strict_14_with_grace_period",2,1,0,1,119
22924221,110327478,1,"t","Condominium","f","Downtown","f","strict_14_with_grace_period",4,1,2,2,269
37403955,276982271,1,"f","Loft","f","Downtown","t","strict_14_with_grace_period",7,1,0,0,250
19697558,36040844,1,"t","House","t","Kitsilano","t","strict_14_with_grace_period",5,2.5,3,5,250
28436689,45841913,1,"f","House","f","Kitsilano","t","strict_14_with_grace_period",6,1.5,2,3,330
3484837,17548944,0.89,"f","House","t","Grandview-Woodland","f","moderate",5,1,2,2,199
35788522,71463104,NA,"f","Apartment","f","Grandview-Woodland","f","moderate",2,1,1,1,128
26062493,195672301,1,"t","Guest suite","t","Kitsilano","t","strict_14_with_grace_period",6,1,2,3,189
38848259,4484250,1,"f","Apartment","t","Kitsilano","t","flexible",2,1,1,1,158
9466070,29412479,1,"t","Apartment","t","Kitsilano","t","moderate",4,2,2,3,232
27680046,139459357,1,"f","Townhouse","f","West End","f","moderate",1,1,1,1,71
35044031,1340389,1,"f","Apartment","f","West End","f","strict_14_with_grace_period",2,1,1,1,300
19697718,36040844,1,"t","Guesthouse","t","Kitsilano","f","strict_14_with_grace_period",2,1,0,1,99
20997043,7151163,NA,"f","Condominium","f","Downtown Eastside","t","flexible",4,2,2,2,131
15902822,5455124,1,"t","Townhouse","t","Downtown Eastside","f","strict_14_with_grace_period",2,1,0,1,77
39255357,127559870,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",4,1,2,2,198
32940240,145165807,1,"t","House","t","Kensington-Cedar Cottage","t","strict_14_with_grace_period",2,1,1,1,65
34284529,257879766,1,"f","House","f","Sunset","f","strict_14_with_grace_period",2,1,1,1,81
6018284,31239535,1,"f","House","t","Grandview-Woodland","f","strict_14_with_grace_period",8,1.5,3,3,250
13433673,6005855,1,"t","Condominium","t","Downtown","f","moderate",2,1,1,1,85
249106,1304461,1,"f","Loft","t","Hastings-Sunrise","f","moderate",2,1,1,1,45
21298863,154132476,1,"t","House","f","Riley Park","f","strict_14_with_grace_period",4,2,2,2,120
32966839,9030980,1,"t","Townhouse","f","Downtown","f","strict_14_with_grace_period",5,2,2,3,399
31536835,236353333,1,"f","Apartment","f","West End","t","strict_14_with_grace_period",2,1,1,1,116
16945691,26275332,0.86,"f","Apartment","t","Downtown","t","strict_14_with_grace_period",2,1,0,1,81
17605873,117802311,1,"f","Guest suite","t","Hastings-Sunrise","t","strict_14_with_grace_period",2,1,1,1,145
29039381,171865505,0.93,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",6,2,2,3,329
39137060,152350463,1,"f","House","f","Victoria-Fraserview","t","strict_14_with_grace_period",7,2,3,3,298
11701669,12310952,1,"f","House","t","Marpole","f","strict_14_with_grace_period",2,1,1,1,36
38618726,277290923,0.96,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",6,2,3,3,298
9886100,31685027,1,"f","Apartment","f","Kitsilano","f","strict_14_with_grace_period",1,3.5,1,1,46
18707775,31552430,1,"f","Townhouse","f","Kensington-Cedar Cottage","f","moderate",1,1,1,1,44
27235488,56911612,0,"f","Condominium","t","Kitsilano","t","strict_14_with_grace_period",2,1,1,1,119
29015383,141778280,1,"t","Apartment","f","West End","t","strict_14_with_grace_period",3,1,1,1,139
838336,4372257,NA,"f","Townhouse","t","Mount Pleasant","f","strict_14_with_grace_period",6,2.5,3,4,420
6577999,930612,0.97,"f","Apartment","f","Downtown","f","strict_14_with_grace_period",3,1,0,2,119
32982427,248226743,1,"f","House","t","South Cambie","t","strict_14_with_grace_period",4,1,2,2,214
5482135,7155253,1,"f","House","t","Renfrew-Collingwood","t","strict_14_with_grace_period",6,2,3,3,169
38021701,30407272,1,"f","Guesthouse","f","Hastings-Sunrise","f","moderate",4,2,2,3,158
28446375,206738192,1,"f","House","t","Kerrisdale","f","strict_14_with_grace_period",2,1,1,1,100
37800168,286059821,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",8,1,3,4,600
1229714,1200456,1,"t","Apartment","f","Downtown","f","strict_14_with_grace_period",4,1,1,1,526
36737840,276152531,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",5,2,2,2,176
38800467,34988036,1,"t","Condominium","t","Mount Pleasant","f","strict_14_with_grace_period",3,1,2,2,180
1722641,9081002,NA,"f","Condominium","t","Downtown","f","strict_14_with_grace_period",2,1,0,1,99
38779102,294435418,1,"f","Condominium","f","Downtown","t","strict_14_with_grace_period",2,1,1,0,125
27226425,180741245,1,"f","Serviced apartment","f","Shaughnessy","f","moderate",3,1,1,2,90
22519199,10047608,0.93,"f","House","t","West End","f","moderate",2,1,1,1,118
14518822,89620360,1,"f","House","t","Renfrew-Collingwood","f","moderate",6,1,3,3,199
25888063,94236460,NA,"f","Guest suite","t","Dunbar Southlands","t","flexible",4,1,2,3,170
33913094,6901817,1,"f","House","t","Grandview-Woodland","f","moderate",5,2,3,3,250
17331922,16308860,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",4,2,2,2,100
34316659,132356031,NA,"f","Guest suite","f","Kerrisdale","t","strict_14_with_grace_period",4,1,2,2,160
39110512,66507029,0.99,"f","House","t","Kerrisdale","t","strict_14_with_grace_period",2,1,1,1,69
4527258,16631729,0.8,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",1,1,1,1,45
20075601,23078083,1,"f","Apartment","f","Riley Park","t","strict_14_with_grace_period",2,1,1,1,170
13789973,55374213,0,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",3,1,1,1,115
21217992,153304313,1,"t","Guest suite","f","Mount Pleasant","t","moderate",2,1,1,1,69
21163623,326082,1,"f","Guesthouse","t","West End","t","moderate",2,1,1,1,90
6897283,36141263,1,"f","House","t","Dunbar Southlands","f","strict_14_with_grace_period",3,1,1,1,154
39922286,227346261,0.67,"f","House","f","Kensington-Cedar Cottage","t","flexible",2,1,1,1,55
39108404,299758117,1,"f","Condominium","f","West End","t","strict_14_with_grace_period",6,2,2,3,300
39318966,66981694,1,"t","Condominium","f","Downtown","f","flexible",4,1,1,1,100
24157149,20403395,0.67,"t","Apartment","f","Arbutus Ridge","f","moderate",2,1,1,1,30
38927376,32443862,0.67,"t","Apartment","f","Mount Pleasant","f","strict_14_with_grace_period",4,1,1,0,99
26365689,1806174,1,"t","House","f","Kitsilano","f","strict_14_with_grace_period",7,4,4,7,775
28053875,70560246,1,"f","House","t","Killarney","f","moderate",7,2,3,4,250
37238147,280354086,1,"t","House","f","Hastings-Sunrise","t","flexible",6,1,3,2,98
21128612,3888233,1,"t","Bungalow","f","Riley Park","f","moderate",4,1,2,2,195
34258439,31240662,1,"t","House","t","Riley Park","f","strict_14_with_grace_period",5,1,2,3,69
33939614,924826,1,"t","House","t","Kitsilano","f","strict_14_with_grace_period",6,3.5,3,6,300
7596005,600607,1,"f","Apartment","t","Downtown","f","strict_14_with_grace_period",2,1,1,1,88
23231348,128542902,1,"t","Condominium","t","West End","f","moderate",2,1,1,1,83
6939529,1142482,1,"f","Guest suite","t","Kerrisdale","f","strict_14_with_grace_period",2,1.5,1,1,88
39174870,296562882,1,"f","House","f","Hastings-Sunrise","t","moderate",2,1,0,1,38
34206049,257806860,1,"f","Guesthouse","f","Victoria-Fraserview","f","moderate",6,1,2,3,114
39639863,293583929,1,"f","Condominium","f","Downtown","t","flexible",2,1,1,1,190
31590235,232567624,0.86,"f","Apartment","f","Downtown","f","flexible",2,1,1,1,99
25731269,19900158,1,"t","Guest suite","f","Kensington-Cedar Cottage","f","strict_14_with_grace_period",3,1,1,2,106
25369132,129345091,1,"t","Apartment","t","Downtown","f","moderate",2,1,1,2,189
30404054,228299314,1,"t","House","f","Sunset","t","moderate",4,1,2,3,129
36146628,245847291,1,"t","Apartment","f","Marpole","f","flexible",4,2,2,2,140
18231285,125891752,NA,"f","Apartment","f","Fairview","f","moderate",2,1,1,1,48
16606630,5307548,1,"t","Apartment","f","Downtown","t","strict_14_with_grace_period",13,1,3,6,250
39172904,256921782,1,"t","Guest suite","f","Downtown Eastside","f","moderate",4,1,2,2,79
27225352,180741245,1,"f","Serviced apartment","f","Shaughnessy","f","moderate",3,1,1,2,90
38697091,25462028,0.92,"f","Condominium","t","Downtown","t","moderate",5,2,2,2,300
23373637,174216797,NA,"f","Guest suite","f","Riley Park","t","flexible",3,1,3,4,199
39116904,58512,1,"f","Guest suite","f","Mount Pleasant","f","flexible",12,2,5,5,125
35550059,23019985,1,"f","Apartment","t","West End","f","flexible",2,1,1,1,250
37082282,134758907,1,"f","Condominium","t","Downtown","t","strict_14_with_grace_period",3,1,1,2,275
18617790,129334385,1,"t","Guest suite","t","Arbutus Ridge","f","strict_14_with_grace_period",4,1,2,3,145
37745127,79379,1,"t","House","f","West Point Grey","t","strict_14_with_grace_period",1,1,1,1,79
39110125,66507029,0.99,"f","House","t","Kerrisdale","t","strict_14_with_grace_period",2,1,1,1,69
33803910,255218929,1,"f","Apartment","f","Kitsilano","f","moderate",3,1,1,1,95
29783440,223370239,1,"t","House","t","Sunset","f","strict_14_with_grace_period",4,2,2,2,120
38488732,131119644,1,"f","Apartment","t","West End","f","strict_14_with_grace_period",5,1,2,2,399
14727620,91690436,1,"t","House","t","Renfrew-Collingwood","t","strict_14_with_grace_period",6,2,2,3,198
28715022,600607,1,"f","Condominium","t","Downtown","f","flexible",2,1,1,1,92
7109101,31102391,1,"t","Townhouse","t","Downtown","f","strict_14_with_grace_period",3,1,1,1,152
13308004,31435230,NA,"t","House","t","Mount Pleasant","f","flexible",4,1,0,1,151
36350472,92325352,1,"t","Townhouse","f","Mount Pleasant","f","strict_14_with_grace_period",1,1,1,1,108
703179,3246254,1,"t","Condominium","t","Downtown Eastside","f","strict_14_with_grace_period",1,1,1,1,85
33097585,249110427,1,"t","Condominium","f","Downtown","t","strict_14_with_grace_period",6,2,3,3,500
885600,4693732,1,"t","Guest suite","t","Dunbar Southlands","t","strict_14_with_grace_period",2,1,1,1,129
3698334,162500,0.86,"t","Apartment","f","Kitsilano","f","strict_14_with_grace_period",1,1,1,1,51
8877654,17219914,1,"t","Bed and breakfast","f","Downtown Eastside","f","moderate",2,1,1,1,69
9761282,7505765,NA,"f","House","t","Kitsilano","f","flexible",2,2,1,1,59
4699429,7940236,1,"t","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",1,1,1,1,65
13000591,19475867,1,"t","House","f","Marpole","f","strict_14_with_grace_period",2,1,1,1,79
14946886,25104956,NA,"f","House","t","Mount Pleasant","f","moderate",2,1,1,1,88
37782792,177421957,1,"f","House","f","Renfrew-Collingwood","t","moderate",2,2,1,1,55
34537516,256382017,1,"f","Condominium","f","Kitsilano","t","strict_14_with_grace_period",6,1,2,2,125
38364403,24656904,1,"f","Apartment","f","Sunset","t","moderate",2,1,1,1,151
35708945,268497500,1,"t","Guest suite","f","Arbutus Ridge","t","strict_14_with_grace_period",4,1,1,2,129
35587742,124494451,1,"t","Guest suite","f","West Point Grey","f","moderate",3,1,1,2,129
34683955,86620777,0.88,"f","Apartment","f","West End","f","strict_14_with_grace_period",2,1,1,1,100
21606719,11852508,1,"f","Apartment","t","West End","t","flexible",3,1,1,2,81
34566850,30301070,1,"f","Apartment","f","Downtown","t","moderate",6,2,2,2,355
26813309,137848499,1,"t","Villa","f","West Point Grey","f","strict_14_with_grace_period",2,1.5,1,1,354
24016633,180741245,1,"f","Serviced apartment","f","Shaughnessy","f","moderate",3,1,1,2,75
20074263,140239574,1,"t","Condominium","f","Renfrew-Collingwood","f","strict_14_with_grace_period",4,1,1,2,129
33742048,254334555,0.88,"f","Hotel","f","Downtown","f","strict_14_with_grace_period",4,1,0,1,55
39093064,208954361,0.96,"f","House","f","Dunbar Southlands","t","strict_14_with_grace_period",10,3,4,5,350
39064240,299413035,1,"f","Apartment","f","Kitsilano","t","strict_14_with_grace_period",4,1,2,2,158
31474318,235800743,1,"t","House","f","Renfrew-Collingwood","f","strict_14_with_grace_period",3,1,1,2,95
35420408,266574190,1,"t","House","t","Hastings-Sunrise","t","strict_14_with_grace_period",2,1,1,1,69
16289980,2589849,1,"t","Condominium","t","Mount Pleasant","f","moderate",1,1,1,1,75
12888961,68010340,1,"f","House","f","Riley Park","t","strict_14_with_grace_period",2,1,1,4,59
35715869,7155253,1,"f","House","t","Renfrew-Collingwood","t","flexible",2,1,1,1,59
38019838,75074061,0.88,"f","Guest suite","f","Riley Park","f","flexible",4,2,3,5,160
32093210,65695410,1,"f","Guest suite","f","Victoria-Fraserview","t","strict_14_with_grace_period",3,1,2,2,90
20760489,148703728,1,"t","Loft","t","Mount Pleasant","f","strict_14_with_grace_period",2,1,1,1,199
29489733,1505792,NA,"f","Apartment","t","Kensington-Cedar Cottage","f","strict_14_with_grace_period",1,1,1,1,50
5057615,26114240,1,"f","Apartment","t","Mount Pleasant","t","strict_14_with_grace_period",4,1,1,2,88
23307536,1557903,1,"t","House","t","Kerrisdale","t","strict_14_with_grace_period",6,1.5,3,4,250
36730563,267007989,1,"t","Guest suite","f","Sunset","t","strict_14_with_grace_period",2,1,0,1,98
33755131,254454256,1,"f","House","f","Kensington-Cedar Cottage","f","flexible",2,1,1,1,55
1629480,8660533,1,"t","Guest suite","f","Riley Park","f","moderate",2,1,1,1,95
34318990,149739236,1,"f","Townhouse","t","Kitsilano","t","flexible",2,1,1,1,63
27227714,180741245,1,"f","Serviced apartment","f","Shaughnessy","f","moderate",3,1,1,2,90
36949961,245565174,1,"f","House","f","Shaughnessy","t","strict_14_with_grace_period",2,1,1,1,110
24328404,75669015,NA,"f","Condominium","f","Downtown","f","flexible",2,1,1,1,120
36917740,1330862,1,"f","House","f","Hastings-Sunrise","t","moderate",4,1,1,3,75
8953034,9608363,NA,"f","Apartment","t","Mount Pleasant","f","moderate",2,1,1,1,210
7395682,38655301,1,"f","House","t","Dunbar Southlands","f","moderate",6,3,4,4,316
7635114,39181323,1,"f","House","t","West Point Grey","t","strict_14_with_grace_period",4,1,1,1,98
19826523,123037854,NA,"f","House","t","Killarney","t","moderate",2,1,1,1,45
39273331,26800189,1,"f","Condominium","f","Downtown","f","flexible",2,1,1,1,219
24866881,80386717,NA,"f","Apartment","f","Downtown","t","flexible",2,1,0,1,106
27191813,178801067,1,"f","Apartment","f","Downtown","t","strict_14_with_grace_period",2,1,1,1,149
16026015,37361797,1,"t","Guest suite","t","Hastings-Sunrise","t","strict_14_with_grace_period",6,1,2,3,103
16660494,57657924,1,"t","House","t","Victoria-Fraserview","f","strict_14_with_grace_period",1,1,1,1,24
3577737,3919782,1,"t","Apartment","t","Hastings-Sunrise","f","moderate",2,1,1,1,100
35624679,200066915,1,"f","House","f","Dunbar Southlands","t","moderate",2,1,1,1,149
